1186455882134982656,24 Horas,18:35 - 21 oct. 2019,"Este lunes, ante la incertidumbre de lo que ocurrirá en los próximos días, cientos de personas repletaron los distintos supermercados que lograron funcionar, luego que cerca del 25% de estos locales comerciales resultaran con daños en la capital.http://bit.ly/2MWvmpO "
1186454624754003968,24 Horas,18:30 - 21 oct. 2019,"En un nuevo marco de protestas en el centro de Santiago, dejó estas imágenes frente al palacio de Gobierno.http://bit.ly/31zKO0f "
1186453365368201223,24 Horas,18:25 - 21 oct. 2019,Las imágenes muestran el momento en que las personas conversan y comparten ideas sobre lo ocurrido en el país.http://bit.ly/2BsX7kB 
1186452213297766405,24 Horas,18:20 - 21 oct. 2019, #AHORA24H | La Intendencia de la región Metropolitana informa qué municipios dispondrán de buses para el traslado gratuito de los vecinos.https://twitter.com/IntendenciaRM/status/1186439236716810240 …
1186452107378847744,24 Horas,18:20 - 21 oct. 2019,"Un militar fue llevado a la justicia civil tras protagonizar un baleo a un joven en Colina, parte de los hechos de violencia que se han vivido en las últimas horas.http://bit.ly/2BvaBfx "
1186451419550879745,24 Horas,18:17 - 21 oct. 2019,Durante la jornada de este lunes se ha ido informando qué sucederá en los establecimientos educacionales para mañana 22 de octubre.http://bit.ly/2W1ULm0 
1186450391711526915,24 Horas,18:13 - 21 oct. 2019,El cabo del Ejército disparó en contra de un manifestante en la comuna de Colina.http://bit.ly/2BvaeBw 
1186450207816466433,24 Horas,18:12 - 21 oct. 2019," Policía de Investigaciones confirma que una de sus funcionarias fue herida mientras intentaba evitar un saqueo en Pudahuel.

 MINUTO a MINUTO.  http://bit.ly/2MVuyBA pic.twitter.com/WE073EWSEp"
1186448597312823296,24 Horas,18:06 - 21 oct. 2019,"Durante esta jornada La Moneda aclaró los dichos del Presidente. En la mañana, el jefe de la Defensa Nacional ante la declaración del Mandatario indicó que ""no está en guerra con nadie"".http://bit.ly/2ByO8hz "
1186446850917883904,24 Horas,17:59 - 21 oct. 2019," #AHORA24H | Congreso despacha rebaja al pasaje del metro.

 Sigue la señal en vivo #24Play  http://bit.ly/2uWi6sR pic.twitter.com/I5daDYmPk0"
1186444394670579712,24 Horas,17:49 - 21 oct. 2019,"La víctima resultó con una herida en el tórax por parte de los sujetos que robaban en el recinto, quedando con un diagnóstico reservado.http://bit.ly/31EZEmt "
1186443777109614592,24 Horas,17:46 - 21 oct. 2019," #AHORA24H | La Línea 1 del Metro de Santiago fue la única que funcionó hoy 21 de octubre.

 Sigue la señal en vivo #24Play  http://bit.ly/2uWi6sR pic.twitter.com/kuQgTyIPuV"
1186443550726201344,24 Horas,17:46 - 21 oct. 2019,"En auto, en micro, así trataron los capitalinos de llegar a sus hogares y a sus trabajos esta jornada. Una verdadera odisea que vivieron no sólo en la ida, sino que también en el retorno.http://bit.ly/2oa3Ixg "
1186443076501422080,24 Horas,17:44 - 21 oct. 2019,"  Mañana se encontrarán abiertos los supermercados Jumbo de Bilbao, Kennedy, Los Dominicos, Los trapenses, Lo Castillo, La reina, Chicureo y La Dehesa, desde las 9am a 2pm.

 MINUTO a MINUTO.  http://bit.ly/2MVuyBA pic.twitter.com/b5j4U9i2AV"
1186442040902471680,24 Horas,17:40 - 21 oct. 2019,"Esta mañana se vivió una situación muy compleja en San Ramón: efectivos del ejército intervinieron para evitar desmanes en un supermercado, todo mientras otros vecinos intentaban ordenar y limpiar las calles de su comuna.http://bit.ly/2MBYUda "
1186441571551580162,24 Horas,17:38 - 21 oct. 2019," El INDH explica cuáles son tus derechos en caso de ser detenida o detenido. 

 MINUTO a MINUTO.  http://bit.ly/2MVuyBA pic.twitter.com/0Edk5SP4oY"
1186440782586228739,24 Horas,17:35 - 21 oct. 2019,El siniestro se registró luego de saqueos que afectaron a la tienda durante la tarde.http://bit.ly/2BsFdym 
1186458559954980865,CHV Noticias,18:45 - 21 oct. 2019,Osorno: Manifestantes incendian sucursal de Essal y realizan barricadas en al menos cinco puntos de la ciudad https://bit.ly/2W1w7SB pic.twitter.com/9rhXYJADzp
1186457110135087105,CHV Noticias,18:39 - 21 oct. 2019,“No estamos en guerra”: Iluminan torre Telefónica con mensaje en tercera noche de toque de queda https://bit.ly/2MxIa6Z pic.twitter.com/oovE59nw9n
1186455467075260421,CHV Noticias,18:33 - 21 oct. 2019,Talcahuano: Joven de 22 años murió atropellado por camión militar https://bit.ly/33O4Ky2 pic.twitter.com/Arh864dPkM
